s,p,o,weight,model
ex:coin_3638,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_3639,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_3639,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_3640,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_3640,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_3641,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_3641,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_3642,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_3642,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_3643,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_3643,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_3920,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_3920,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_3921,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_3921,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_3922,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_3922,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_3923,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_3923,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_3924,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_3924,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_3925,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_3925,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_3926,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_3926,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_3927,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_3927,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_4488,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_4488,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_4489,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_4489,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_4490,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_4490,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_4491,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_4491,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_4492,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_4492,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_4493,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_4493,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_4683,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_4683,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_4797,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_4797,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_4801,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_4801,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_4802,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_4802,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_5001,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_5001,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_5011,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_5011,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_5156,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_5156,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_5157,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_5157,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_5158,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_5158,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_5159,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_5159,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_5160,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_5160,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_5411,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_5411,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_5495,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_5495,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_5655,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_5655,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_6434,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_6434,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_6540,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_6540,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_7697,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_7697,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_7698,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_7698,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_7699,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_7699,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_7700,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_7700,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_7701,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_7701,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_7702,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_7702,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_7703,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_7703,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_7704,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_7704,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_7705,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_7705,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_7706,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_7706,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_7707,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_7707,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_7708,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_7708,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_7709,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_7709,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_7710,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_7710,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_8557,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_8557,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_8925,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_8925,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_8974,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_8974,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_9298,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_9298,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_10155,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_10155,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_10163,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_10163,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_10205,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_10205,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_12028,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_12028,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_12350,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_12350,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_13732,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_13732,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_13750,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_13750,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_13778,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_13778,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_14317,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_14317,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_14318,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_14318,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_14319,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_14319,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_15563,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_15563,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_15691,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_15691,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_16028,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_16028,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_16043,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_16043,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_16272,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_16272,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_17148,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_17148,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_17795,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_17795,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_28106,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_28106,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_28384,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_28384,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_28385,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_28385,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_28782,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_28782,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_35464,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_35464,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_35465,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_35465,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_35466,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_35466,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_35467,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_35467,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_35495,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_35495,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_35530,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_35530,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_35531,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_35531,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_35544,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_35544,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_35574,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_35574,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_35602,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_35602,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_35608,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_35608,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_35620,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_35620,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_35628,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_35628,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_35631,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_35631,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_35650,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_35650,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_35660,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_35660,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_40188,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_40188,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_40189,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_40189,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_40190,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_40190,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_40191,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_40191,nmo:hasPortrait,ex:person_6,1.0,
ex:coin_40192,nmo:hasIssuer,ex:issuer_60,1.0,
ex:coin_40192,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_788,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_788,nmo:hasPortrait,ex:person_7,1.0,
ex:issuer_63,ex:inPossibleIssuersOf,ex:person_6,1.0,
ex:issuer_63,ex:inPossibleIssuersOf,ex:person_7,1.0,
ex:issuer_63,ex:inPossibleIssuersOf,ex:person_9,1.0,
ex:issuer_63,ex:inPossibleIssuersOf,ex:person_125,1.0,
ex:issuer_63,ex:inPossibleIssuersOf,ex:person_172,1.0,
ex:person_125,ex:hasPossibleIssuers,ex:issuer_63,1.0,
ex:person_172,ex:hasPossibleIssuers,ex:issuer_63,1.0,
ex:person_172,ex:hasPossibleIssuers,ex:issuer_70,1.0,
ex:coin_820,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_820,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_1129,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_1129,nmo:hasPortrait,ex:person_9,1.0,
ex:coin_1681,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_1681,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_1966,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_1966,nmo:hasPortrait,ex:person_9,1.0,
ex:coin_2898,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_2898,nmo:hasPortrait,ex:person_172,1.0,
ex:coin_2982,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_2982,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_3159,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_3159,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_3160,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_3160,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_3647,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_3647,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_3648,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_3648,nmo:hasPortrait,ex:person_9,1.0,
ex:coin_3649,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_3649,nmo:hasPortrait,ex:person_9,1.0,
ex:coin_3650,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_3650,nmo:hasPortrait,ex:person_9,1.0,
ex:coin_3937,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_3937,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_3938,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_3938,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_3939,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_3939,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_3940,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_3940,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_3941,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_3941,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_3942,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_3942,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_3943,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_3943,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_3944,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_3944,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_3945,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_3945,nmo:hasPortrait,ex:person_9,1.0,
ex:coin_3946,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_3946,nmo:hasPortrait,ex:person_9,1.0,
ex:coin_3947,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_3947,nmo:hasPortrait,ex:person_9,1.0,
ex:coin_3948,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_3948,nmo:hasPortrait,ex:person_172,1.0,
ex:coin_3949,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_3949,nmo:hasPortrait,ex:person_172,1.0,
ex:coin_3950,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_3950,nmo:hasPortrait,ex:person_172,1.0,
ex:coin_4499,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_4499,nmo:hasPortrait,ex:person_9,1.0,
ex:coin_4799,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_4799,nmo:hasPortrait,ex:person_9,1.0,
ex:coin_4800,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_4800,nmo:hasPortrait,ex:person_9,1.0,
ex:coin_4876,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_4876,nmo:hasPortrait,ex:person_172,1.0,
ex:coin_5164,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_5164,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_5165,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_5165,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_5166,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_5166,nmo:hasPortrait,ex:person_9,1.0,
ex:coin_7502,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_7502,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_7721,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_7721,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_7722,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_7722,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_7723,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_7723,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_7724,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_7724,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_7725,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_7725,nmo:hasPortrait,ex:person_9,1.0,
ex:coin_7726,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_7726,nmo:hasPortrait,ex:person_9,1.0,
ex:coin_8058,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_8058,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_8137,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_8137,nmo:hasPortrait,ex:person_9,1.0,
ex:coin_8138,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_8138,nmo:hasPortrait,ex:person_9,1.0,
ex:coin_9498,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_9498,nmo:hasPortrait,ex:person_172,1.0,
ex:coin_10048,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_10048,nmo:hasPortrait,ex:person_9,1.0,
ex:coin_11581,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_11581,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_13527,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_13527,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_14115,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_14115,nmo:hasPortrait,ex:person_9,1.0,
ex:coin_14195,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_14195,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_14975,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_14975,nmo:hasPortrait,ex:person_172,1.0,
ex:coin_15958,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_15958,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_16287,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_16287,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_17815,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_17815,nmo:hasPortrait,ex:person_9,1.0,
ex:coin_27298,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_27298,nmo:hasPortrait,ex:person_5,1.0,
ex:coin_35473,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_35473,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_35497,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_35497,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_35498,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_35498,nmo:hasPortrait,ex:person_172,1.0,
ex:coin_35512,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_35512,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_35570,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_35570,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_35609,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_35609,nmo:hasPortrait,ex:person_172,1.0,
ex:coin_35634,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_35634,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_35647,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_35647,nmo:hasPortrait,ex:person_9,1.0,
ex:coin_39116,nmo:hasIssuer,ex:issuer_63,1.0,
ex:coin_39116,nmo:hasPortrait,ex:person_7,1.0,
ex:coin_3996,nmo:hasIssuer,ex:issuer_70,1.0,
ex:coin_3996,nmo:hasPortrait,ex:person_152,1.0,
ex:person_152,ex:hasPossibleIssuers,ex:issuer_70,1.0,
ex:issuer_70,ex:inPossibleIssuersOf,ex:person_7,1.0,
ex:issuer_70,ex:inPossibleIssuersOf,ex:person_150,1.0,
ex:issuer_70,ex:inPossibleIssuersOf,ex:person_152,1.0,
ex:issuer_70,ex:inPossibleIssuersOf,ex:person_172,1.0,
ex:person_150,ex:hasPossibleIssuers,ex:issuer_70,1.0,
ex:person_150,ex:hasPossibleIssuers,ex:issuer_288,1.0,
ex:coin_5542,nmo:hasIssuer,ex:issuer_70,1.0,
ex:coin_5542,nmo:hasPortrait,ex:person_2,1.0,
ex:coin_12497,nmo:hasIssuer,ex:issuer_70,1.0,
ex:coin_12497,nmo:hasPortrait,ex:person_9,1.0,
ex:coin_1861,nmo:hasIssuer,ex:issuer_74,1.0,
ex:coin_1861,nmo:hasPortrait,ex:person_130,1.0,
ex:person_130,ex:hasPossibleIssuers,ex:issuer_74,1.0,
ex:issuer_74,ex:inPossibleIssuersOf,ex:person_130,1.0,
ex:issuer_74,ex:inPossibleIssuersOf,ex:person_132,1.0,
ex:issuer_74,ex:inPossibleIssuersOf,ex:person_143,1.0,
ex:issuer_74,ex:inPossibleIssuersOf,ex:person_151,1.0,
ex:issuer_74,ex:inPossibleIssuersOf,ex:person_179,1.0,
ex:issuer_74,ex:inPossibleIssuersOf,ex:person_189,1.0,
ex:person_132,ex:hasPossibleIssuers,ex:issuer_74,1.0,
ex:person_132,ex:hasPossibleIssuers,ex:issuer_77,1.0,
ex:person_143,ex:hasPossibleIssuers,ex:issuer_74,1.0,
ex:person_143,ex:hasPossibleIssuers,ex:issuer_288,1.0,
ex:person_151,ex:hasPossibleIssuers,ex:issuer_74,1.0,
ex:person_151,ex:hasPossibleIssuers,ex:issuer_77,1.0,
ex:person_179,ex:hasPossibleIssuers,ex:issuer_74,1.0,
ex:person_189,ex:hasPossibleIssuers,ex:issuer_74,1.0,
ex:person_189,ex:hasPossibleIssuers,ex:issuer_77,1.0,
ex:coin_3553,nmo:hasIssuer,ex:issuer_74,1.0,
ex:coin_3553,nmo:hasPortrait,ex:person_189,1.0,
ex:coin_3554,nmo:hasIssuer,ex:issuer_74,1.0,
ex:coin_3554,nmo:hasPortrait,ex:person_179,1.0,
ex:coin_4285,nmo:hasIssuer,ex:issuer_74,1.0,
ex:coin_4285,nmo:hasPortrait,ex:person_189,1.0,
ex:coin_4286,nmo:hasIssuer,ex:issuer_74,1.0,
ex:coin_4286,nmo:hasPortrait,ex:person_179,1.0,
ex:coin_4287,nmo:hasIssuer,ex:issuer_74,1.0,
ex:coin_4287,nmo:hasPortrait,ex:person_179,1.0,
ex:coin_6322,nmo:hasIssuer,ex:issuer_74,1.0,
ex:coin_6322,nmo:hasPortrait,ex:person_179,1.0,
ex:coin_7738,nmo:hasIssuer,ex:issuer_74,1.0,
ex:coin_7738,nmo:hasPortrait,ex:person_179,1.0,
ex:coin_40180,nmo:hasIssuer,ex:issuer_74,1.0,
ex:coin_40180,nmo:hasPortrait,ex:person_179,1.0,
ex:coin_42315,nmo:hasIssuer,ex:issuer_74,1.0,
ex:coin_42315,nmo:hasPortrait,ex:person_4,1.0,
ex:coin_269,nmo:hasIssuer,ex:issuer_77,1.0,
ex:coin_269,nmo:hasPortrait,ex:person_12,1.0,
ex:person_12,ex:hasPossibleIssuers,ex:issuer_77,1.0,
ex:person_12,ex:hasPossibleIssuers,ex:issuer_83,1.0,
ex:issuer_77,ex:inPossibleIssuersOf,ex:person_11,1.0,
ex:issuer_77,ex:inPossibleIssuersOf,ex:person_12,1.0,
ex:issuer_77,ex:inPossibleIssuersOf,ex:person_13,1.0,
ex:issuer_77,ex:inPossibleIssuersOf,ex:person_132,1.0,
ex:issuer_77,ex:inPossibleIssuersOf,ex:person_134,1.0,
ex:issuer_77,ex:inPossibleIssuersOf,ex:person_139,1.0,
ex:issuer_77,ex:inPossibleIssuersOf,ex:person_151,1.0,
ex:issuer_77,ex:inPossibleIssuersOf,ex:person_189,1.0,
ex:person_11,ex:hasPossibleIssuers,ex:issuer_77,1.0,
ex:person_11,ex:hasPossibleIssuers,ex:issuer_83,1.0,
ex:person_13,ex:hasPossibleIssuers,ex:issuer_77,1.0,
ex:person_134,ex:hasPossibleIssuers,ex:issuer_77,1.0,
ex:person_139,ex:hasPossibleIssuers,ex:issuer_77,1.0,
ex:person_139,ex:hasPossibleIssuers,ex:issuer_288,1.0,
ex:coin_762,nmo:hasIssuer,ex:issuer_77,1.0,
ex:coin_762,nmo:hasPortrait,ex:person_12,1.0,
ex:coin_1173,nmo:hasIssuer,ex:issuer_77,1.0,
ex:coin_1173,nmo:hasPortrait,ex:person_13,1.0,
ex:coin_1648,nmo:hasIssuer,ex:issuer_77,1.0,
ex:coin_1648,nmo:hasPortrait,ex:person_11,1.0,
ex:coin_1657,nmo:hasIssuer,ex:issuer_77,1.0,
ex:coin_1657,nmo:hasPortrait,ex:person_11,1.0,
ex:coin_1820,nmo:hasIssuer,ex:issuer_77,1.0,
ex:coin_1820,nmo:hasPortrait,ex:person_11,1.0,
ex:coin_1921,nmo:hasIssuer,ex:issuer_77,1.0,
ex:coin_1921,nmo:hasPortrait,ex:person_11,1.0,
ex:coin_1922,nmo:hasIssuer,ex:issuer_77,1.0,
ex:coin_1922,nmo:hasPortrait,ex:person_11,1.0,
ex:coin_1923,nmo:hasIssuer,ex:issuer_77,1.0,
ex:coin_1923,nmo:hasPortrait,ex:person_11,1.0,
ex:coin_2137,nmo:hasIssuer,ex:issuer_77,1.0,
ex:coin_2137,nmo:hasPortrait,ex:person_11,1.0,
ex:coin_2235,nmo:hasIssuer,ex:issuer_77,1.0,
ex:coin_2235,nmo:hasPortrait,ex:person_132,1.0,
ex:coin_2268,nmo:hasIssuer,ex:issuer_77,1.0,
ex:coin_2268,nmo:hasPortrait,ex:person_11,1.0,
ex:coin_2269,nmo:hasIssuer,ex:issuer_77,1.0,
ex:coin_2269,nmo:hasPortrait,ex:person_11,1.0,
